contract_id,contract_name,address,file_path,compiler_version,data_source,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,complexity_level,failure_reason,error_message,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_has_complex_loops,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_has_cyclic_calls,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_has_cross_function_flow,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,is_test_mock,is_vulnerable,is_clean
2759,phishable,,data/smartbugs_curated/dataset/access_control/phishable.sol,,smartbugs_curated,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5,3,1,1,0,1,0,18,1,1,1.0,0,6,0.3333333333333333,1,0,0,0,3,4,0,2,0,5,3,0.0,0.0,20.0,23.200000000000003,1,simple,0,,,6,3,0,2,0.5,0,0,3,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,1,2,1,1,2,2.0,2,False,True,False
2760,parity_wallet_bug_1,,data/smartbugs_curated/dataset/access_control/parity_wallet_bug_1.sol,,smartbugs_curated,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3,3,66,6,3,7,0,5,3,395,4,1,1.6666666666666667,0,108,0.27341772151898736,1,0,1,0,74,7,0,6,0,17,8,0.0,0.0,111.0,515.1705882352942,1,moderate,1,,,20,16,0,5,0.8,0,3,10,6,1,1,3,0.75,0,5,1,0.16666666666666666,6,7,2,1,3,7,0.6666666666666666,4,False,True,False
2761,arbitrary_location_write_simple,,data/smartbugs_curated/dataset/access_control/arbitrary_location_write_simple.sol,,smartbugs_curated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,6,2,2,0,1,0,32,1,1,1.0,0,6,0.1875,1,0,0,0,7,1,0,2,0,4,1,0.0,0.0,21.0,40.425,1,simple,0,,,15,9,0,2,0.6,0,0,6,6,4,1,2,0.3333333333333333,0,6,0,0.6666666666666666,5,2,2,1,0,3,0.0,2,False,True,False
2762,wallet_03_wrong_constructor,,data/smartbugs_curated/dataset/access_control/wallet_03_wrong_constructor.sol,,smartbugs_curated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,2,0,1,0,31,1,1,1.0,0,10,0.3225806451612903,1,0,0,0,2,2,0,0,1,3,2,0.0,0.0,4.0,4.533333333333333,0,simple,0,,,12,8,0,3,0.6666666666666666,0,0,4,4,4,1,2,0.3333333333333333,0,4,0,1.0,4,2,2,1,2,2,1.0,2,False,True,False
2763,rubixi,,data/smartbugs_curated/dataset/access_control/rubixi.sol,,smartbugs_curated,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,25,19,5,7,1,8,0,125,1,1,2.3157894736842106,0,21,0.168,0,0,0,0,15,16,0,6,4,11,4,0.0,0.0,60.0,142.9090909090909,1,moderate,1,,,99,86,1,12,0.8686868686868687,0,6,44,19,9,2,5,0.35714285714285715,0,16,3,0.47368421052631576,12,7,6,1,5,7,1.2,7,False,True,False
2764,mycontract,,data/smartbugs_curated/dataset/access_control/mycontract.sol,,smartbugs_curated,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,1,0,1,0,18,1,1,1.0,0,7,0.3888888888888889,0,0,0,0,2,3,0,2,0,4,3,0.0,0.0,18.0,18.45,1,simple,0,,,5,3,0,2,0.6,0,0,2,2,1,1,1,0.5,0,2,0,0.5,2,1,1,1,1,2,1.0,1,False,True,False
2765,wallet_02_refund_nosub,,data/smartbugs_curated/dataset/access_control/wallet_02_refund_nosub.sol,,smartbugs_curated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,3,2,0,1,0,35,1,1,1.0,0,11,0.3142857142857143,1,0,0,0,2,2,0,0,1,3,2,0.0,0.0,4.0,4.533333333333333,0,simple,0,,,14,9,0,3,0.6428571428571429,0,0,5,5,4,1,3,0.42857142857142855,0,5,0,0.8,5,2,2,1,3,2,0.6666666666666666,2,False,True,False
2766,incorrect_constructor_name1,,data/smartbugs_curated/dataset/access_control/incorrect_constructor_name1.sol,,smartbugs_curated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1,1,1,0,28,1,1,1.0,0,8,0.2857142857142857,1,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,simple,0,,,6,3,0,2,0.5,0,0,3,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,1,0,1,1,0,0.0,0,False,True,False
2767,wallet_04_confused_sign,,data/smartbugs_curated/dataset/access_control/wallet_04_confused_sign.sol,,smartbugs_curated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,2,0,1,0,32,1,1,1.0,0,11,0.34375,1,0,0,0,2,2,0,0,1,3,2,0.0,0.0,4.0,4.533333333333333,0,simple,0,,,12,8,0,3,0.6666666666666666,0,0,4,4,4,1,2,0.3333333333333333,0,4,0,1.0,4,2,2,1,2,2,1.0,2,False,True,False
2769,mapping_write,,data/smartbugs_curated/dataset/access_control/mapping_write.sol,,smartbugs_curated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,3,1,2,0,3,0,25,1,1,1.6666666666666667,0,7,0.28,0,0,0,0,4,1,0,2,0,4,2,0.0,0.0,22.0,25.85,1,simple,0,,,10,8,0,3,0.8,0,1,5,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,2,1,1,1,3,1.0,2,False,True,False
2770,simple_suicide,,data/smartbugs_curated/dataset/access_control/simple_suicide.sol,,smartbugs_curated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,13,1,1,1.0,0,7,0.5384615384615384,0,0,0,0,3,0,0,1,0,2,2,0.0,0.0,12.0,18.0,0,simple,0,,,2,1,0,1,0.5,0,0,1,1,1,1,0,0.0,0,1,0,1.0,1,0,0,0,0,0,0.0,0,False,True,False
2771,incorrect_constructor_name3,,data/smartbugs_curated/dataset/access_control/incorrect_constructor_name3.sol,,smartbugs_curated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1,1,1,0,26,1,1,1.0,0,6,0.23076923076923078,1,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,simple,0,,,6,3,0,2,0.5,0,0,3,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,1,0,1,1,0,0.0,0,False,True,False
2772,incorrect_constructor_name2,,data/smartbugs_curated/dataset/access_control/incorrect_constructor_name2.sol,,smartbugs_curated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,1,1,1,0,26,1,1,1.0,0,6,0.23076923076923078,1,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,simple,0,,,6,3,0,2,0.5,0,0,3,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,1,0,1,1,0,0.0,0,False,True,False
2773,unprotected0,,data/smartbugs_curated/dataset/access_control/unprotected0.sol,,smartbugs_curated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,1,1,0,33,1,1,1.0,0,15,0.45454545454545453,0,0,0,0,3,1,0,0,0,3,1,0.0,0.0,4.0,4.933333333333334,0,simple,0,,,4,2,0,1,0.5,0,0,2,2,0,0,0,0.0,0,2,0,0.0,2,1,1,0,0,1,0.0,1,False,True,False
2774,proxy,,data/smartbugs_curated/dataset/access_control/proxy.sol,,smartbugs_curated,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,1,1,0,1,1,16,1,1,1.0,0,6,0.375,0,0,0,0,5,1,0,1,0,5,3,0.0,0.0,14.0,15.96,1,simple,0,,,4,2,0,1,0.5,0,0,2,2,1,1,1,0.5,0,2,0,0.5,2,1,1,0,1,2,1.0,1,False,True,False
2775,FibonacciBalance,,data/smartbugs_curated/dataset/access_control/FibonacciBalance.sol,,smartbugs_curated,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,9,5,3,5,0,1,2,52,2,1,1.0,0,18,0.34615384615384615,1,0,0,0,11,4,0,4,0,9,5,0.0,0.0,49.0,75.13333333333333,1,simple,0,,,10,5,0,3,0.5,0,0,5,5,3,1,3,0.5,0,3,2,0.6,4,5,1,1,3,1,0.3333333333333333,1,False,True,False
2776,parity_wallet_bug_2,,data/smartbugs_curated/dataset/access_control/parity_wallet_bug_2.sol,,smartbugs_curated,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,59,0,0,0,0,0,0,345,3,1,0.0,0,95,0.2753623188405797,0,0,0,0,58,6,0,4,0,13,7,0.0,0.0,89.0,425.83076923076925,1,simple,0,,,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,False,True,False
2777,governmental_survey,,data/smartbugs_curated/dataset/time_manipulation/governmental_survey.sol,,smartbugs_curated,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,9,4,2,5,0,3,0,44,2,1,2.5,0,7,0.1590909090909091,0,0,0,0,9,5,0,4,1,9,5,0.0,0.0,34.0,47.22222222222222,1,simple,0,,,23,19,0,7,0.8260869565217391,0,3,10,4,1,1,2,0.6666666666666666,0,3,1,0.25,4,5,0,1,2,0,0.0,0,False,True,False
2778,roulette,,data/smartbugs_curated/dataset/time_manipulation/roulette.sol,,smartbugs_curated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,2,1,1,0,3,0,21,1,1,2.0,0,8,0.38095238095238093,2,0,0,0,3,3,0,3,0,5,3,0.0,0.0,28.0,28.560000000000002,1,simple,0,,,8,7,0,5,0.875,0,0,4,2,2,1,1,0.3333333333333333,0,2,0,1.0,3,1,0,1,1,0,0.0,0,False,True,False
2779,ether_lotto,,data/smartbugs_curated/dataset/time_manipulation/ether_lotto.sol,,smartbugs_curated,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,3,2,4,0,3,0,42,1,1,1.6666666666666667,0,22,0.5238095238095238,1,0,0,0,4,4,0,3,1,7,4,0.0,0.0,30.0,29.14285714285714,1,simple,0,,,13,11,0,7,0.8461538461538461,0,0,5,3,2,1,2,0.5,0,2,1,0.6666666666666666,4,4,0,1,2,0,0.0,0,False,True,False
2780,timed_crowdsale,,data/smartbugs_curated/dataset/time_manipulation/timed_crowdsale.sol,,smartbugs_curated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,13,1,1,1.0,0,7,0.5384615384615384,0,0,0,0,2,1,0,0,0,2,2,0.0,0.0,3.0,4.05,0,simple,0,,,2,1,0,1,0.5,0,1,1,1,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0.0,0,False,True,False
2781,lottopollo,,data/smartbugs_curated/dataset/time_manipulation/lottopollo.sol,,smartbugs_curated,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,2,2,0,7,0,31,1,1,3.0,0,7,0.22580645161290322,0,0,0,0,3,4,0,3,0,5,4,0.0,0.0,24.0,27.84,1,simple,0,,,16,16,0,4,1.0,0,1,9,3,3,2,2,0.4,0,2,1,1.0,2,2,1,1,2,2,0.5,2,False,True,False
