contract_name,file_path,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls
BNB,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BNB_0xb8c77482.sol,False,False,False,False,0,1,33,9,12,8,0,11,0
CErc20,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/CErc20_0xb3319f5d.sol,True,False,False,False,0,31,48,13,6,1,0,5,0
MainToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MainToken_0xF063fE1a.sol,False,False,True,False,0,1,49,7,0,0,0,1,0
yUSDC,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/yUSDC_0x26ea744e.sol,True,False,False,True,0,8,46,48,55,11,0,17,0
MiniMeToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol,True,False,False,False,1,2,55,22,12,12,0,12,0
ParsiqToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ParsiqToken_0x362bc847.sol,False,False,True,True,0,0,31,30,18,17,4,7,0
ERC20,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ERC20_0x5d60d8d7.sol,True,True,False,False,2,1,32,11,11,6,0,1,0
KanCoin,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/KanCoin_0x1410434b.sol,False,False,False,False,0,0,41,9,19,9,0,5,0
ERC1967Proxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ERC1967Proxy_0x9ce84f6a.sol,True,False,False,True,6,4,34,3,1,0,0,1,0
OwnedUpgradeabilityProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/OwnedUpgradeabilityProxy_0x00000000.sol,False,False,False,False,0,4,13,9,0,2,2,1,0
PayBtcContract,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/PayBtcContract_0xdcb5645e.sol,False,False,False,False,0,1,17,16,5,8,1,1,0
MasterToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MasterToken_0xe88f8313,False,False,False,False,0,0,17,2,0,0,0,1,0
MultichainToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MultichainToken_0x65ef703f.sol,False,False,False,False,0,0,9,1,0,0,0,1,0
EURSToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/EURSToken_0xdb25f211.sol,False,False,False,False,0,1,49,28,7,18,1,14,0
WETH9,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/WETH9_0xc02aaa39.sol,False,False,False,False,0,0,3,8,1,5,0,3,0
wLitiCapital,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/wLitiCapital_0x0b63128c.sol,True,False,False,False,0,0,13,3,2,1,0,1,0
ENJToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ENJToken_0xF629cBd9.sol,False,False,True,False,1,0,46,11,0,18,3,3,0
IMXToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/IMXToken_0xf57e7e7c.sol,False,False,False,False,0,0,14,3,0,1,1,1,0
OxO,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/OxO_0x5a3e6a77.sol,True,True,False,False,4,2,23,25,20,22,1,17,0
BicoTokenProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BicoTokenProxy_0xf17e6582.sol,True,False,False,True,6,4,43,4,0,0,0,1,0
Ondo,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Ondo_0xfaba6f8e,False,False,True,False,0,2,16,23,3,15,1,14,0
cvxRewardPool,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/cvxRewardPool_0xCF50b810.sol,True,False,True,True,0,4,79,22,51,22,1,10,0
NewGolemNetworkToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/NewGolemNetworkToken_0x7dd9c5cb.sol,False,False,True,False,0,0,16,5,4,7,0,3,0
StoxSmartToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/StoxSmartToken_0x006bea43.sol,True,False,True,False,2,5,84,2,0,0,0,1,0
BeaconProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BeaconProxy_0x87931e7a.sol,False,False,False,True,0,1,22,5,5,1,0,3,0
LuaToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LuaToken_0xb1f66997.sol,False,False,True,True,0,1,39,26,17,12,0,14,0
Snow,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Snow_0xfe9a29ab.sol,False,False,True,False,0,1,6,21,6,13,0,14,0
FiatTokenProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/FiatTokenProxy_0xa0b86991.sol,False,False,False,True,0,3,14,1,0,0,0,1,0
Comp,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Comp_0xc00e94cb.sol,False,False,True,False,0,1,5,20,3,12,0,14,0
RariToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RariToken_0xfca59cd8.sol,False,False,False,False,0,0,12,5,0,4,0,1,0
CHIFI,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/CHIFI_0xE63684Bc.sol,False,False,True,True,0,1,47,7,5,2,1,3,0
VEN,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/VEN_0xd850942e.sol,True,False,True,False,1,3,50,16,24,7,0,5,0
YFI,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/YFI_0x0bc529c0.sol,False,False,False,True,0,0,21,5,0,2,0,1,0
LockProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LockProxy_0x250e7698.sol,True,True,False,True,2,1,100,12,16,4,1,3,0
PENDLE,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/PENDLE_0x80850712,True,False,True,True,0,2,48,28,19,31,0,14,0
SushiToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SushiToken_0x6b359506.sol,False,False,True,True,0,1,35,12,5,6,0,14,0
Pool,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Pool_0x0cec1a91,False,False,True,False,0,1,16,24,10,17,0,14,0
CSR,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/CSR_0x75ecb52e.sol,False,False,False,False,0,1,17,3,0,2,0,1,0
ApusClubToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ApusClubToken_0x594daad7.sol,False,False,False,False,0,0,14,1,0,0,0,1,0
NectarToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/NectarToken_0x9e46a38f.sol,False,False,False,True,0,0,24,5,1,4,2,1,1
Vega,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Vega_2_0xcb84d72e.sol,False,False,True,False,0,0,11,0,0,0,0,0,0
CErc20Delegator,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/CErc20Delegator_0x2Db6c82C,True,False,False,True,2,1,76,40,10,0,0,3,4
Ancient8,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Ancient8_0x3e5a19c9.sol,False,False,False,False,0,0,11,2,0,0,0,1,0
EtherDelta,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/EtherDelta_0x8d12A197.sol,True,False,False,True,0,1,56,20,5,9,0,7,1
BaoToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BaoToken_0x374cb8c2.sol,False,False,True,False,0,1,39,32,18,14,0,14,0
ERC677MultiBridgeToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ERC677MultiBridgeToken_0x0Ae05509.sol,True,False,True,True,0,0,63,6,4,4,0,4,0
XAI,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/XAI_0x35e78b39.sol,False,False,False,True,0,0,30,1,0,0,0,1,0
Renzo,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Renzo_0x3b508054,False,False,False,False,0,0,2,0,0,0,0,0,0
QuantstampToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/QuantstampToken_0x99ea4db9.sol,False,False,False,False,0,0,32,8,2,11,2,7,0
Varen,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Varen_0x72377f31,False,False,False,False,0,0,11,13,6,7,0,3,0
TransparentUpgradeableProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TransparentUpgradeableProxy_0x104f3152.sol,False,False,False,True,6,2,25,10,1,1,1,1,0
TRUST,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TRUST_0x57700244.sol,False,False,False,False,0,0,3,5,0,6,0,1,0
MindsToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MindsToken_0xb26631c6.sol,False,False,False,True,0,0,25,3,1,3,0,1,1
GOVI,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GOVI_0xeeaa40b2.sol,False,False,False,True,0,0,33,1,0,0,0,1,0
Metacrypt,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Metacrypt_B_NC_X_0x6f222e04,False,False,False,False,0,0,4,0,0,0,0,0,0
ADXToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ADXToken_0xade00c28.sol,False,True,False,False,1,3,16,11,9,9,0,1,0
CloverToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/CloverToken_0x80c62fe4,False,False,False,False,0,0,2,0,0,0,0,0,0
StakingAllowance,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/StakingAllowance_0xa95c5ebb.sol,False,False,False,False,0,0,39,6,0,0,0,1,0
SDT,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SDT_0x73968b9a.sol,False,False,False,True,0,0,35,1,0,0,0,1,0
LinkToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LinkToken_0x51491077.sol,False,False,False,False,0,1,36,6,0,4,1,1,0
InitializableAdminUpgradeabilityProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/InitializableAdminUpgradeabilityProxy_0x41a08648.sol,False,False,False,True,7,0,29,3,2,0,0,1,0
izumiToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/izumiToken_0x9ad37205.sol,False,False,False,False,0,0,8,1,0,0,0,1,0
Dai,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Dai_0x6B175474.sol,False,False,True,False,0,0,4,15,3,11,1,3,0
CNCToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/CNCToken_0x9ae380f0.sol,False,False,False,False,0,2,30,12,11,13,1,5,0
InstaToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/InstaToken_0x6f40d4a6,False,False,False,True,2,0,8,6,3,0,0,3,2
TetherToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TetherToken_0xdac17f95.sol,False,False,False,False,0,15,30,13,7,5,0,2,0
ValueLiquidityToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ValueLiquidityToken_0x49e83333.sol,True,False,True,True,0,1,45,23,16,11,0,14,0
JPYC,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/JPYC_0x2370f9d5.sol,False,False,False,True,2,0,37,3,0,4,0,1,0
SudoToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SudoToken_0x3446Dd70.sol,False,False,True,False,1,9,108,7,0,4,0,5,0
ProxyERC20,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ProxyERC20_0xc011a73e.sol,False,True,False,False,3,2,14,10,12,0,0,1,0
VSP,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/VSP_0x1b40183e.sol,False,False,True,True,0,1,51,9,6,3,0,4,0
TORN,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TORN_0x77777fed.sol,False,True,True,True,1,0,53,6,6,3,1,7,0
Delegator,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Delegator_0x1985365e.sol,False,False,False,False,0,4,43,2,1,0,0,3,0
MasterChef,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MasterChef_0xbD17B1ce.sol,True,False,False,True,2,9,84,18,49,10,0,5,0
MDEX,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MDEX_0xf0610eb7.sol,False,False,False,False,1,0,5,8,1,8,2,1,0
DFDToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/DFDToken_0x20c36f06.sol,False,False,False,False,0,0,20,5,0,2,1,1,0
VerseToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/VerseToken_0x249ca826,True,False,True,True,0,1,54,13,4,12,0,3,0
DydxToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/DydxToken_0x92d6c1e3.sol,False,False,True,True,4,2,49,16,12,22,0,4,0
InjectiveToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/InjectiveToken_0xe28b3b32.sol,False,False,False,True,0,0,26,1,0,0,0,1,0
PickleToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/PickleToken_0x42988167.sol,False,False,False,True,0,0,34,1,0,0,0,1,0
EcoToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/EcoToken_0x19155772.sol,False,False,False,True,0,0,34,7,1,3,0,3,0
ZumToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ZumToken_0xe0b9bcd5.sol,False,False,False,False,0,1,10,17,18,7,0,4,0
ERC20Token,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ERC20Token_0x667102bd.sol,False,False,False,True,0,0,21,4,1,4,0,3,1
BetProtocolToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BetProtocolToken_0xcf3c8be2.sol,False,False,False,False,0,0,35,3,0,5,0,1,0
VaultProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/VaultProxy_0x053c80eA.sol,False,False,False,True,0,0,13,4,3,0,0,1,1
HFT,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/HFT_0xb3999f65.sol,False,False,True,False,0,1,17,28,10,17,0,14,0
Keep3rV1,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Keep3rV1_0x1ceb5cb5.sol,True,False,True,True,0,5,44,61,86,49,0,14,0
MetaToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MetaToken_0xa3bed4e1.sol,False,False,False,False,0,0,21,3,0,0,0,1,0
Apmcoin,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Apmcoin_0xc8c424b9.sol,True,False,False,False,1,0,9,9,2,4,0,1,0
RallyToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RallyToken_0xf1f95501.sol,False,False,False,True,0,0,25,2,0,1,0,1,0
NXMToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/NXMToken_0xd7c49cee.sol,False,False,True,False,0,0,15,23,14,9,2,3,0
GateChainToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GateChainToken_0xe66747a1.sol,False,False,False,False,0,1,5,15,11,9,2,9,0
Elk,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Elk_0xeEeEEb57.sol,False,False,True,False,0,1,65,6,0,0,0,1,0
