contract_name,file_path,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,failure_reason,error_message
SOLV,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SOLV_0x256f2d67,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SOLV_0x256f2d67/Solv.sol:5:1:
  |
5 | import '@openzeppelin/contracts/token/ERC20/ERC20.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
Synari,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Synari_0x1bd1bc78,True,False,False,True,1,2,27,24,11,19,0,25,2,,
DSToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/DSToken_0x9f8F72aA.sol,True,False,False,False,0,2,24,14,0,3,0,3,0,,
AToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AToken_0x6ee0f7bb.sol,True,True,True,True,9,26,429,23,30,10,2,7,0,,
SparkStarterToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SparkStarterToken_0x7c19ccad.sol,True,True,True,True,7,10,55,17,32,32,0,17,5,,
INV,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/INV_0x41d5d794,False,False,True,False,0,1,19,30,8,17,1,14,0,,
AdminUpgradeabilityProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x544c42fb,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/utils/Address.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x544c42fb/UpgradeabilityProxy.sol:6:1:
  |
6 | import '@openzeppelin/contracts/utils/Address.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
FRAXShares,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/FRAXShares_0x3432b6a6,False,False,False,True,1,6,73,0,0,0,0,0,0,,
IndexToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/IndexToken_0x0954906d.sol,False,False,True,False,0,1,5,20,3,12,0,14,0,,
OriginToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/OriginToken_0x8207c1ff.sol,False,False,True,True,0,0,53,7,3,1,0,1,1,,
AdminUpgradeabilityProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x2a3bff78,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/utils/Address.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x2a3bff78/UpgradeabilityProxy.sol:6:1:
  |
6 | import '@openzeppelin/contracts/utils/Address.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
TransparentUpgradeableProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TransparentUpgradeableProxy_0xc353bf07,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""blockchain/contracts/collected/ERC1967/ERC1967Proxy.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/TransparentUpgradeableProxy_0xc353bf07/TransparentUpgradeableProxy.sol:5:1:
  |
5 | import ""../ERC1967/ERC1967Proxy.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
PIKU,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/PIKU_0x2e4039e8,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PIKU_0x2e4039e8/PIKU.sol:4:1:
  |
4 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PIKU_0x2e4039e8/PIKU.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PIKU_0x2e4039e8/PIKU.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable2Step.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PIKU_0x2e4039e8/PIKU.sol:7:1:
  |
7 | import ""@openzeppelin/contracts/access/Ownable2Step.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""contracts/interfaces/IPikuDefinitions.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PIKU_0x2e4039e8/PIKU.sol:8:1:
  |
8 | import ""contracts/interfaces/IPikuDefinitions.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
Ctx,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Ctx_0x321C2fE4,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/math/SafeMath.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Ctx_0x321C2fE4/Ctx.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/math/SafeMath.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
YALA,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/YALA_0xf9707060,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@layerzerolabs/oft-evm/contracts/OFT.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/YALA_0xf9707060/YALA.sol:4:1:
  |
4 | import {OFT} from ""@layerzerolabs/oft-evm/contracts/OFT.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/YALA_0xf9707060/YALA.sol:5:1:
  |
5 | import {ERC20} from ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/YALA_0xf9707060/YALA.sol:6:1:
  |
6 | import {ERC20Permit} from ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
APYGovernanceTokenProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/APYGovernanceTokenProxy_0x95a4492F,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/proxy/TransparentUpgradeableProxy.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/APYGovernanceTokenProxy_0x95a4492F/APYGovernanceTokenProxy.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/proxy/TransparentUpgradeableProxy.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
RSR,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8/RSR.sol:4:1:
  |
4 | import ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Pausable.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8/RSR.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Pausable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/utils/structs/EnumerableSet.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8/RSR.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/utils/structs/EnumerableSet.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/security/Pausable.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8/RSR.sol:7:1:
  |
7 | import ""@openzeppelin/contracts/security/Pausable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8/RSR.sol:8:1:
  |
8 | import ""@openzeppelin/contracts/access/Ownable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RSR_0x320623b8/Enchantable.s"
AdminUpgradeabilityProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x2e236496.sol,False,False,False,True,0,0,19,2,0,0,0,1,0,,
BCUG,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BCUG_0x14da7b27.sol,False,True,False,False,3,0,28,12,4,0,0,4,0,,
GraphLinq,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GraphLinq_0x9f9c8ec3,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GraphLinq_0x9f9c8ec3/erc20/ERC20.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GraphLinq_0x9f9c8ec3/GraphLinq.sol:5:1:
  |
5 | import ""./erc20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GraphLinq_0x9f9c8ec3/erc20/maths/SafeMath.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GraphLinq_0x9f9c8ec3/GraphLinq.sol:6:1:
  |
6 | import ""./erc20/maths/SafeMath.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
JPGD,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/JPGD_0xCE722f60,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/JPGD_0xCE722f60/JPGD.sol:4:1:
  |
4 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/JPGD_0xCE722f60/JPGD.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Pausable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/JPGD_0xCE722f60/JPGD.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Pausable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/AccessControlEnumerable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/JPGD_0xCE722f60/JPGD.sol:7:1:
  |
7 | import ""@openzeppelin/contracts/access/AccessControlEnumerable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/utils/Context.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/JPGD_0xCE722f60/JPGD.sol:8:1:
  |
8 | import ""@openzeppelin/contracts/utils/Context.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
RewardToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RewardToken_0xa0246c90.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,VERSION_MISMATCH,"Version mismatch: Invalid compilation: 
Invalid solc compilation /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/RewardToken_0xa0246c90.sol:789:1: Error: Source file requires different compiler version (current compiler is 0.5.17+commit.d19bba13.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.5.16;
^---------------------^
"
Cash,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Cash_0x368b3a58.sol,False,False,False,True,0,0,32,4,0,0,0,1,0,,
UwU,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/UwU_0x55C08ca5.sol,False,False,True,False,0,4,29,11,11,7,2,1,0,,
GeyserToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/GeyserToken_0xbEa98c05.sol,False,False,False,True,1,0,33,2,0,2,0,1,0,,
Nsure,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Nsure_0x20945ca1.sol,False,False,True,True,0,1,49,7,5,4,1,3,0,,
ERC1967Proxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""blockchain/contracts/collected/Proxy.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Proxy.sol:5:1:
  |
5 | import ""../Proxy.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/beacon/IBeacon.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Upgrade.sol:5:1:
  |
5 | import ""../beacon/IBeacon.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/utils/Address.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Upgrade.sol:6:1:
  |
6 | import ""../../utils/Address.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/utils/StorageSlot.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Upgrade.sol:7:1:
  |
7 | import ""../../utils/StorageSlot.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
ObolToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ObolToken_0x0b010000,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected/ObolToken_0x0b010000/ObolToken.sol:34:1:
   |
34 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/AccessControl.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected/ObolToken_0x0b010000/ObolToken.sol:35:1:
   |
35 | import ""@openzeppelin/contracts/access/AccessControl.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected/ObolToken_0x0b010000/ObolToken.sol:36:1:
   |
36 | import ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Votes.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected/ObolToken_0x0b010000/ObolToken.sol:37:1:
   |
37 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Votes.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/ObolToken_0x0b010000/lib/IENSReverseRegistrar.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected/ObolToken_0x0b010000/ObolToken.sol:38:1:
   |
38 | import ""./lib/IENSReverseRegistrar.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
SuterusuToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SuterusuToken_0xaa2ce7ae.sol,False,False,False,False,1,0,12,4,0,4,0,1,0,,
InitializableImmutableAdminUpgradeabilityProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/InitializableImmutableAdminUpgradeabilityProxy_0x13b2f692,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/dependencies/openzeppelin/upgradeability/InitializableUpgradeabilityProxy.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/InitializableImmutableAdminUpgradeabilityProxy_0x13b2f692/InitializableImmutableAdminUpgradeabilityProxy.sol:5:1:
  |
5 | import '../../../dependencies/openzeppelin/upgradeability/InitializableUpgradeabilityProxy.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/dependencies/openzeppelin/upgradeability/BaseUpgradeabilityProxy.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/InitializableImmutableAdminUpgradeabilityProxy_0x13b2f692/BaseImmutableAdminUpgradeabilityProxy.sol:4:1:
  |
4 | import '../../../dependencies/openzeppelin/upgradeability/BaseUpgradeabilityProxy.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
Uni,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Uni_0x1f9840a8.sol,False,False,True,False,0,1,15,24,10,17,0,14,0,,
TOKEN,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TOKEN_0x52dd39e5.sol,True,True,False,False,4,2,29,25,25,28,1,19,0,,
PUFFER,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/PUFFER_0x4d1c297d,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PUFFER_0x4d1c297d/PUFFER.sol:4:1:
  |
4 | import { ERC20 } from ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PUFFER_0x4d1c297d/PUFFER.sol:5:1:
  |
5 | import { ERC20Permit } from ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Votes.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PUFFER_0x4d1c297d/PUFFER.sol:6:1:
  |
6 | import { ERC20Votes } from ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Votes.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/utils/Pausable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PUFFER_0x4d1c297d/PUFFER.sol:7:1:
  |
7 | import { Pausable } from ""@openzeppelin/contracts/utils/Pausable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/PUFFER_0x4d1c297d/PUFFER.sol:8:1:
  |
8 | import { Ownable } from ""@openzeppelin/contracts/access/Ownable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/utils/types/Tim"
MetalX,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MetalX_0x2e1e15c4.sol,False,False,False,True,0,0,20,3,0,1,0,1,0,,
MagicInternetMoneyV1,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/MagicInternetMoneyV1_0x99d8a9c4.sol,False,False,True,False,0,3,39,4,6,8,0,3,0,,
ConvexToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/ConvexToken_0x4e3fbd56.sol,False,False,False,True,0,0,67,4,7,5,0,9,0,,
Ndx,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Ndx_0x86772b14,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/math/SafeMath.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Ndx_0x86772b14/Ndx.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/math/SafeMath.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
BOTS,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/BOTS_0xf9fbe825.sol,False,False,False,True,1,0,34,8,1,0,0,1,0,,
HordToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/HordToken_0x43a96962.sol,False,False,False,False,0,0,8,16,0,5,0,1,0,,
OneSwapToken,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/OneSwapToken_0x0b342c51.sol,False,False,False,False,0,0,20,19,8,6,0,4,0,,
TransparentUpgradeableProxy,/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/TransparentUpgradeableProxy_0x3c3a81e8,False,False,False,False,0,0,0,0,0,0,0,0,0,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""blockchain/contracts/collected/ERC1967/ERC1967Proxy.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/TransparentUpgradeableProxy_0x3c3a81e8/TransparentUpgradeableProxy.sol:6:1:
  |
6 | import ""../ERC1967/ERC1967Proxy.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
